OBJECTID,TRACTCE10,POP,LATPOP_D,WHIPOP_D,BLAPOP_D,AMIPOP_D,ASIPOP_D,HPIPOP_D,OTHPOP_D,MMRPOP_D,VAP,LATVAP_D,WHIVAP_D,BLAVAP_D,AMIVAP_D,ASIVAP_D,HPIVAP_D,OTHVAP_D,MMRVAP_D,H0010001,H0010002,H0010003,TOOLTIP,NLA_URL
894,271702,4134,571,1695,195,11,1609,2,16,35,3395,443,1475,150,9,1281,2,11,24,1962,1863,99,Tract: 2717.02\nTotal Population: 4134,navigatela/reports/census_tracts_2010.cfm?PK=271702
895,271801,3635,1234,1205,214,13,899,6,24,40,3073,926,1091,195,11,793,6,22,29,1793,1690,103,Tract: 2718.01\nTotal Population: 3635,navigatela/reports/census_tracts_2010.cfm?PK=271801
896,271802,5911,1501,2138,519,27,1593,18,37,78,5087,1153,1971,450,26,1375,16,32,64,2766,2600,166,Tract: 2718.02\nTotal Population: 5911,navigatela/reports/census_tracts_2010.cfm?PK=271802
897,271901,3087,870,1363,244,8,567,11,9,15,2534,645,1184,205,6,470,8,6,10,1354,1286,68,Tract: 2719.01\nTotal Population: 3087,navigatela/reports/census_tracts_2010.cfm?PK=271901
898,271902,3877,926,2173,151,17,553,6,26,25,3260,699,1903,130,17,464,6,20,21,1888,1796,92,Tract: 2719.02\nTotal Population: 3877,navigatela/reports/census_tracts_2010.cfm?PK=271902
899,272100,4354,1061,2646,91,23,459,16,35,23,3463,793,2162,71,20,366,14,22,15,1836,1775,61,Tract: 2721.00\nTotal Population: 4354,navigatela/reports/census_tracts_2010.cfm?PK=272100
900,272201,2411,917,1060,122,16,266,1,14,15,2014,666,970,108,13,235,1,10,11,1145,1095,50,Tract: 2722.01\nTotal Population: 2411,navigatela/reports/census_tracts_2010.cfm?PK=272201
901,272202,3378,1466,1324,149,19,349,9,34,28,2796,1088,1217,129,13,300,8,22,19,1585,1519,66,Tract: 2722.02\nTotal Population: 3378,navigatela/reports/census_tracts_2010.cfm?PK=272202
902,272301,2941,911,1422,158,8,395,10,22,15,2464,685,1244,140,8,348,10,14,15,1351,1277,74,Tract: 2723.01\nTotal Population: 2941,navigatela/reports/census_tracts_2010.cfm?PK=272301
903,272302,4074,2041,1380,199,19,397,4,15,19,3332,1460,1286,178,18,359,3,9,19,1988,1880,108,Tract: 2723.02\nTotal Population: 4074,navigatela/reports/census_tracts_2010.cfm?PK=272302
904,273100,2197,488,1460,61,7,170,1,3,7,1830,381,1269,36,7,128,1,2,6,1630,873,757,Tract: 2731.00\nTotal Population: 2197,navigatela/reports/census_tracts_2010.cfm?PK=273100
905,273200,3711,1281,1769,460,35,123,5,16,22,3138,959,1644,366,29,104,5,13,18,1710,1586,124,Tract: 2732.00\nTotal Population: 3711,navigatela/reports/census_tracts_2010.cfm?PK=273200
906,273300,3695,1213,1830,410,21,156,13,15,37,3084,873,1684,314,20,137,13,14,29,1775,1639,136,Tract: 2733.00\nTotal Population: 3695,navigatela/reports/census_tracts_2010.cfm?PK=273300
907,273402,3172,312,2463,131,28,182,9,23,24,3002,277,2360,119,28,170,7,21,20,2387,2095,292,Tract: 2734.02\nTotal Population: 3172,navigatela/reports/census_tracts_2010.cfm?PK=273402
908,273502,2884,273,2249,119,32,173,6,12,20,2675,235,2116,103,29,155,6,12,19,1954,1765,189,Tract: 2735.02\nTotal Population: 2884,navigatela/reports/census_tracts_2010.cfm?PK=273502
909,273600,2413,413,1727,97,14,128,2,20,12,2000,331,1460,77,12,97,2,12,9,1242,1149,93,Tract: 2736.00\nTotal Population: 2413,navigatela/reports/census_tracts_2010.cfm?PK=273600
910,273700,2801,661,1845,66,24,162,5,9,29,2332,524,1566,57,20,134,5,8,18,1304,1245,59,Tract: 2737.00\nTotal Population: 2801,navigatela/reports/census_tracts_2010.cfm?PK=273700
911,273800,3107,602,2081,107,26,249,6,18,18,2709,496,1866,84,22,209,4,13,15,1651,1569,82,Tract: 2738.00\nTotal Population: 3107,navigatela/reports/census_tracts_2010.cfm?PK=273800
912,273902,4227,383,3376,145,27,259,12,17,8,3759,308,3067,122,25,208,8,14,7,2537,2306,231,Tract: 2739.02\nTotal Population: 4227,navigatela/reports/census_tracts_2010.cfm?PK=273902
913,274100,4418,430,2965,247,27,685,16,18,30,3930,352,2692,203,24,613,12,13,21,2563,2333,230,Tract: 2741.00\nTotal Population: 4418,navigatela/reports/census_tracts_2010.cfm?PK=274100
914,274202,4337,274,3560,185,20,266,2,6,24,3963,249,3282,153,19,231,2,6,21,2815,2438,377,Tract: 2742.02\nTotal Population: 4337,navigatela/reports/census_tracts_2010.cfm?PK=274202
915,275101,1177,331,490,95,6,218,13,9,15,982,254,436,70,6,188,10,8,10,506,482,24,Tract: 2751.01\nTotal Population: 1177,navigatela/reports/census_tracts_2010.cfm?PK=275101
916,275102,4226,2835,837,104,9,365,28,14,34,3133,1913,752,91,8,314,18,14,23,1395,1326,69,Tract: 2751.02\nTotal Population: 4226,navigatela/reports/census_tracts_2010.cfm?PK=275102
917,275200,3887,1922,1201,218,14,475,15,21,21,3107,1373,1081,174,14,417,12,18,18,1669,1583,86,Tract: 2752.00\nTotal Population: 3887,navigatela/reports/census_tracts_2010.cfm?PK=275200
918,275302,4775,671,3061,257,9,686,14,32,45,4269,539,2830,213,9,607,12,26,33,2659,2522,137,Tract: 2753.02\nTotal Population: 4775,navigatela/reports/census_tracts_2010.cfm?PK=275302
919,275311,4993,1398,2172,194,28,1118,23,19,41,4222,1043,1934,153,26,1004,20,12,30,2316,2202,114,Tract: 2753.11\nTotal Population: 4993,navigatela/reports/census_tracts_2010.cfm?PK=275311
920,275400,3349,672,1941,149,17,513,11,23,23,2920,555,1724,122,13,459,9,20,18,1944,1663,281,Tract: 2754.00\nTotal Population: 3349,navigatela/reports/census_tracts_2010.cfm?PK=275400
921,275500,5207,3698,676,330,13,419,26,21,24,3670,2423,586,224,11,369,26,12,19,1688,1643,45,Tract: 2755.00\nTotal Population: 5207,navigatela/reports/census_tracts_2010.cfm?PK=275500
922,275602,6215,668,3128,773,20,1489,20,20,97,5450,559,2861,626,17,1280,20,16,71,3629,3387,242,Tract: 2756.02\nTotal Population: 6215,navigatela/reports/census_tracts_2010.cfm?PK=275602
923,275603,2711,945,946,114,13,649,2,22,20,2259,714,833,98,11,566,2,16,19,1179,1132,47,Tract: 2756.03\nTotal Population: 2711,navigatela/reports/census_tracts_2010.cfm?PK=275603
924,276000,5396,945,3430,229,12,709,11,21,39,4334,694,2872,172,12,533,7,11,33,2267,2184,83,Tract: 2760.00\nTotal Population: 5396,navigatela/reports/census_tracts_2010.cfm?PK=276000
925,276100,5592,808,1123,2832,16,658,16,32,107,4649,630,1047,2264,16,572,11,25,84,2962,2797,165,Tract: 2761.00\nTotal Population: 5592,navigatela/reports/census_tracts_2010.cfm?PK=276100
926,276400,4009,464,2839,129,10,518,18,9,22,3201,315,2331,92,10,417,13,7,16,1586,1539,47,Tract: 2764.00\nTotal Population: 4009,navigatela/reports/census_tracts_2010.cfm?PK=276400
927,276500,5063,933,3061,276,29,658,22,14,70,4749,864,2877,261,26,624,20,11,66,759,738,21,Tract: 2765.00\nTotal Population: 5063,navigatela/reports/census_tracts_2010.cfm?PK=276500
928,276601,3838,450,2522,199,18,589,14,10,36,3207,356,2176,155,16,457,13,7,27,1754,1683,71,Tract: 2766.01\nTotal Population: 3838,navigatela/reports/census_tracts_2010.cfm?PK=276601
929,276603,5252,558,3471,364,20,742,20,26,51,4871,486,3303,313,18,667,19,23,42,3280,3128,152,Tract: 2766.03\nTotal Population: 5252,navigatela/reports/census_tracts_2010.cfm?PK=276603
930,276604,3983,591,2251,407,14,614,19,24,63,3563,489,2048,364,14,559,18,18,53,2287,2071,216,Tract: 2766.04\nTotal Population: 3983,navigatela/reports/census_tracts_2010.cfm?PK=276604
931,277000,5395,753,3569,215,23,743,18,20,54,4277,526,2937,158,16,579,14,16,31,2196,2148,48,Tract: 2770.00\nTotal Population: 5395,navigatela/reports/census_tracts_2010.cfm?PK=277000
932,277100,3004,724,1553,163,17,491,10,16,30,2338,523,1290,121,12,357,8,10,17,1124,1091,33,Tract: 2771.00\nTotal Population: 3004,navigatela/reports/census_tracts_2010.cfm?PK=277100
933,277200,2490,766,511,845,12,283,13,23,37,1942,536,457,640,10,243,11,18,27,1134,1051,83,Tract: 2772.00\nTotal Population: 2490,navigatela/reports/census_tracts_2010.cfm?PK=277200
934,277400,1533,351,125,840,0,161,10,15,31,1105,233,116,613,0,107,9,9,18,728,581,147,Tract: 2774.00\nTotal Population: 1533,navigatela/reports/census_tracts_2010.cfm?PK=277400
935,278001,2458,626,1212,226,6,312,25,13,38,1953,453,1035,159,6,254,17,10,19,1012,963,49,Tract: 2780.01\nTotal Population: 2458,navigatela/reports/census_tracts_2010.cfm?PK=278001
936,278102,3158,282,2465,151,16,214,8,8,14,2822,225,2245,131,14,180,8,8,11,1752,1595,157,Tract: 2781.02\nTotal Population: 3158,navigatela/reports/census_tracts_2010.cfm?PK=278102
937,291110,3510,1477,27,1916,4,23,2,26,35,2423,961,21,1380,3,21,2,13,22,1194,1120,74,Tract: 2911.10\nTotal Population: 3510,navigatela/reports/census_tracts_2010.cfm?PK=291110
938,291120,2210,1465,41,634,1,59,1,3,6,1502,920,39,486,1,50,1,1,4,624,589,35,Tract: 2911.20\nTotal Population: 2210,navigatela/reports/census_tracts_2010.cfm?PK=291120
939,291130,3582,2291,173,676,2,397,14,8,21,2618,1569,155,517,2,344,13,5,13,998,956,42,Tract: 2911.30\nTotal Population: 3582,navigatela/reports/census_tracts_2010.cfm?PK=291130
940,291210,4967,3107,279,675,8,822,28,5,43,3630,2116,248,491,6,709,24,4,32,1504,1427,77,Tract: 2912.10\nTotal Population: 4967,navigatela/reports/census_tracts_2010.cfm?PK=291210
941,291220,3353,2184,152,391,4,584,10,7,21,2439,1455,141,296,3,517,10,1,16,1012,959,53,Tract: 2912.20\nTotal Population: 3353,navigatela/reports/census_tracts_2010.cfm?PK=291220
942,291300,2601,634,428,171,16,1290,22,6,34,2158,449,366,130,15,1155,16,4,23,997,967,30,Tract: 2913.00\nTotal Population: 2601,navigatela/reports/census_tracts_2010.cfm?PK=291300
943,292000,6542,3909,720,884,10,921,32,16,50,4493,2499,611,563,7,752,23,9,29,1949,1805,144,Tract: 2920.00\nTotal Population: 6542,navigatela/reports/census_tracts_2010.cfm?PK=292000
944,293201,6629,3526,1057,314,20,1599,33,39,41,4958,2389,918,212,18,1349,23,21,28,2235,2123,112,Tract: 2932.01\nTotal Population: 6629,navigatela/reports/census_tracts_2010.cfm?PK=293201
945,293202,6742,4702,449,440,20,941,115,30,45,4639,3024,399,299,17,772,78,23,27,1885,1783,102,Tract: 2932.02\nTotal Population: 6742,navigatela/reports/census_tracts_2010.cfm?PK=293202
946,293301,2805,578,785,217,5,1159,23,3,35,2329,424,689,172,5,992,20,2,25,1078,1044,34,Tract: 2933.01\nTotal Population: 2805,navigatela/reports/census_tracts_2010.cfm?PK=293301
947,293302,4720,2109,1145,279,19,1090,46,3,29,3598,1415,987,215,14,909,37,2,19,1569,1524,45,Tract: 2933.02\nTotal Population: 4720,navigatela/reports/census_tracts_2010.cfm?PK=293302
948,293304,4178,2632,634,309,9,502,43,10,39,2973,1744,531,216,6,411,31,5,29,1469,1369,100,Tract: 2933.04\nTotal Population: 4178,navigatela/reports/census_tracts_2010.cfm?PK=293304
949,293306,2189,825,986,114,19,209,21,1,14,1693,562,840,76,15,173,18,1,8,804,780,24,Tract: 2933.06\nTotal Population: 2189,navigatela/reports/census_tracts_2010.cfm?PK=293306
950,293307,2306,1291,356,308,6,298,13,5,29,1707,874,316,228,6,252,11,3,17,905,856,49,Tract: 2933.07\nTotal Population: 2306,navigatela/reports/census_tracts_2010.cfm?PK=293307
951,294110,4140,3571,267,53,8,137,89,3,12,2969,2520,210,42,7,124,55,3,8,1081,1062,19,Tract: 2941.10\nTotal Population: 4140,navigatela/reports/census_tracts_2010.cfm?PK=294110
952,294120,2370,2173,33,129,4,10,8,2,11,1582,1419,25,106,3,10,8,1,10,559,519,40,Tract: 2941.20\nTotal Population: 2370,navigatela/reports/census_tracts_2010.cfm?PK=294120
953,294200,4951,4344,320,49,21,143,38,26,10,3483,2970,292,37,16,119,27,17,5,1359,1309,50,Tract: 2942.00\nTotal Population: 4951,navigatela/reports/census_tracts_2010.cfm?PK=294200
954,294301,2448,1999,219,37,6,145,35,4,3,1816,1420,197,33,6,127,27,4,2,651,638,13,Tract: 2943.01\nTotal Population: 2448,navigatela/reports/census_tracts_2010.cfm?PK=294301
955,294302,4754,4178,287,92,15,134,35,3,10,3278,2785,244,73,14,121,30,3,8,1266,1202,64,Tract: 2943.02\nTotal Population: 4754,navigatela/reports/census_tracts_2010.cfm?PK=294302
956,294410,4579,1875,618,1120,10,816,67,19,54,3168,1204,546,674,9,656,35,13,31,1621,1570,51,Tract: 2944.10\nTotal Population: 4579,navigatela/reports/census_tracts_2010.cfm?PK=294410
957,294421,2950,2093,257,199,6,348,16,13,18,2063,1346,237,158,6,285,12,7,12,952,906,46,Tract: 2944.21\nTotal Population: 2950,navigatela/reports/census_tracts_2010.cfm?PK=294421
958,294510,4214,3916,162,50,5,52,21,3,5,2873,2635,128,34,4,50,17,3,2,1107,1040,67,Tract: 2945.10\nTotal Population: 4214,navigatela/reports/census_tracts_2010.cfm?PK=294510
959,294520,3564,3374,97,34,8,39,4,6,2,2350,2190,83,26,5,35,3,6,2,913,882,31,Tract: 2945.20\nTotal Population: 3564,navigatela/reports/census_tracts_2010.cfm?PK=294520
960,294610,4065,3753,168,48,12,63,13,3,5,2803,2548,148,32,10,50,11,1,3,1162,1120,42,Tract: 2946.10\nTotal Population: 4065,navigatela/reports/census_tracts_2010.cfm?PK=294610
961,294620,4219,4029,62,73,4,32,8,6,5,2907,2767,55,48,4,21,5,4,3,1087,1049,38,Tract: 2946.20\nTotal Population: 4219,navigatela/reports/census_tracts_2010.cfm?PK=294620
962,294701,3019,2630,127,187,14,35,21,2,3,2060,1733,119,149,11,29,15,1,3,965,883,82,Tract: 2947.01\nTotal Population: 3019,navigatela/reports/census_tracts_2010.cfm?PK=294701
963,294810,3991,3721,65,90,3,32,55,6,19,2583,2367,59,71,3,26,43,2,12,1020,964,56,Tract: 2948.10\nTotal Population: 3991,navigatela/reports/census_tracts_2010.cfm?PK=294810
964,294820,3579,3376,85,73,18,18,6,0,3,2273,2105,74,56,11,18,6,0,3,934,902,32,Tract: 2948.20\nTotal Population: 3579,navigatela/reports/census_tracts_2010.cfm?PK=294820
